_id,_time,code,value,category
28,Tue Sep 02 17:08:06 KST 2014,11140630,1239.9211342045105,MVNO
29,Tue Sep 02 17:08:06 KST 2014,11140640,1873.908944069643,MVNO
30,Tue Sep 02 17:08:06 KST 2014,11140650,1530.557071177266,MVNO
31,Tue Sep 02 17:08:06 KST 2014,11140660,1431.9029651014578,MVNO
32,Tue Sep 02 17:08:06 KST 2014,11140670,657.5508207452802,SKT
33,Tue Sep 02 17:08:06 KST 2014,11140680,1022.4695188945987,MVNO
34,Tue Sep 02 17:08:06 KST 2014,11170510,555.3600721441371,LG
35,Tue Sep 02 17:08:06 KST 2014,11170520,1546.1407026590173,SKT
36,Tue Sep 02 17:08:06 KST 2014,11170530,1508.3336711320947,MVNO
37,Tue Sep 02 17:08:06 KST 2014,11170540,1457.6299327861602,MVNO
38,Tue Sep 02 17:08:06 KST 2014,11170550,1735.358382682183,LG
39,Tue Sep 02 17:08:06 KST 2014,11170560,469.20553668665434,SKT
40,Tue Sep 02 17:08:06 KST 2014,11170570,1054.293515537619,MVNO
41,Tue Sep 02 17:08:06 KST 2014,11170580,1311.359185620943,MVNO
42,Tue Sep 02 17:08:06 KST 2014,11170590,391.280846616278,KT
43,Tue Sep 02 17:08:06 KST 2014,11170625,1823.7730207972077,SKT
44,Tue Sep 02 17:08:06 KST 2014,11170630,1366.4701537806027,KT
45,Tue Sep 02 17:08:06 KST 2014,11170640,943.3013796702554,KT
46,Tue Sep 02 17:08:06 KST 2014,11170650,1073.8860701230933,SKT
47,Tue Sep 02 17:08:06 KST 2014,11170660,1173.7175111132567,KT
48,Tue Sep 02 17:08:06 KST 2014,11170685,1405.9343663169532,KT
49,Tue Sep 02 17:08:06 KST 2014,11170690,1014.5327392073642,MVNO
50,Tue Sep 02 17:08:06 KST 2014,11170700,1131.3315565281944,KT
51,Tue Sep 02 17:08:06 KST 2014,11200535,733.7128492404371,LG
52,Tue Sep 02 17:08:06 KST 2014,11200520,840.302098036105,LG
53,Tue Sep 02 17:08:06 KST 2014,11200540,710.0323142578509,SKT
54,Tue Sep 02 17:08:06 KST 2014,11200550,689.8594996782723,MVNO
55,Tue Sep 02 17:08:06 KST 2014,11200560,1100.4824481107144,MVNO
56,Tue Sep 02 17:08:06 KST 2014,11200570,927.3376193252415,SKT
57,Tue Sep 02 17:08:06 KST 2014,11200580,1942.882529183938,LG
58,Tue Sep 02 17:08:06 KST 2014,11200590,1987.6296295213024,MVNO
59,Tue Sep 02 17:08:06 KST 2014,11200615,465.8750985897717,SKT
60,Tue Sep 02 17:08:06 KST 2014,11200620,1405.1016153364887,KT
61,Tue Sep 02 17:08:06 KST 2014,11200645,1326.7045086761887,LG
62,Tue Sep 02 17:08:06 KST 2014,11200650,495.5876323508811,SKT
63,Tue Sep 02 17:08:06 KST 2014,11200660,646.8288929456417,KT
64,Tue Sep 02 17:08:06 KST 2014,11200670,801.2859169232895,SKT
65,Tue Sep 02 17:08:06 KST 2014,11200690,1697.769423727265,MVNO
66,Tue Sep 02 17:08:06 KST 2014,11200720,1586.9917823363355,LG
67,Tue Sep 02 17:08:06 KST 2014,11200790,1917.7777111475846,MVNO
68,Tue Sep 02 17:08:06 KST 2014,11215710,621.1097783710275,LG
69,Tue Sep 02 17:08:06 KST 2014,11215730,1039.264992239922,SKT
70,Tue Sep 02 17:08:06 KST 2014,11215740,1697.330677853652,KT
71,Tue Sep 02 17:08:06 KST 2014,11215750,1193.4680390439028,KT
72,Tue Sep 02 17:08:06 KST 2014,11215760,1948.7038689489568,KT
73,Tue Sep 02 17:08:06 KST 2014,11215770,1834.7388746845659,KT
74,Tue Sep 02 17:08:06 KST 2014,11215780,658.6428749829964,KT
75,Tue Sep 02 17:08:06 KST 2014,11215810,1840.5455513697905,SKT
76,Tue Sep 02 17:08:06 KST 2014,11215820,1951.032054445507,LG
77,Tue Sep 02 17:08:06 KST 2014,11215830,425.0290573280188,LG
78,Tue Sep 02 17:08:06 KST 2014,11215840,607.1226966045009,LG
79,Tue Sep 02 17:08:06 KST 2014,11215847,935.3673693560805,KT
80,Tue Sep 02 17:08:06 KST 2014,11215850,210.67819541601668,MVNO
81,Tue Sep 02 17:08:06 KST 2014,11215860,1312.165869525066,KT
82,Tue Sep 02 17:08:06 KST 2014,11215870,1208.4889584321525,MVNO
83,Tue Sep 02 17:08:06 KST 2014,11230510,1069.3695065627571,SKT
84,Tue Sep 02 17:08:06 KST 2014,11230535,1695.858882042393,LG
85,Tue Sep 02 17:08:06 KST 2014,11230540,1998.457175862745,LG
86,Tue Sep 02 17:08:06 KST 2014,11230550,185.30668683683078,MVNO
87,Tue Sep 02 17:08:06 KST 2014,11230560,1722.2836595782558,MVNO
88,Tue Sep 02 17:08:06 KST 2014,11230570,519.8127002923986,LG
89,Tue Sep 02 17:08:06 KST 2014,11230580,348.27128200310466,KT
90,Tue Sep 02 17:08:06 KST 2014,11230600,1544.2041876049104,MVNO
91,Tue Sep 02 17:08:06 KST 2014,11230610,809.1414890635593,KT
92,Tue Sep 02 17:08:06 KST 2014,11230620,1613.418467590371,SKT
93,Tue Sep 02 17:08:06 KST 2014,11230630,602.8089492368946,LG
94,Tue Sep 02 17:08:06 KST 2014,11230650,1673.3312074899127,LG
95,Tue Sep 02 17:08:06 KST 2014,11230660,1735.0365740145116,MVNO
96,Tue Sep 02 17:08:06 KST 2014,11230670,1602.6395669213705,KT
97,Tue Sep 02 17:08:06 KST 2014,11230680,1271.0842841228732,LG
98,Tue Sep 02 17:08:06 KST 2014,11230705,1866.939267133519,KT
99,Tue Sep 02 17:08:06 KST 2014,11230710,602.7234917993877,KT
100,Tue Sep 02 17:08:06 KST 2014,11230720,801.3438578355447,SKT
101,Tue Sep 02 17:08:06 KST 2014,11230730,1771.360208208033,MVNO
102,Tue Sep 02 17:08:06 KST 2014,11230740,660.151459040572,MVNO
103,Tue Sep 02 17:08:06 KST 2014,11230750,1550.7503990548184,LG
104,Tue Sep 02 17:08:06 KST 2014,11230760,553.6100266795326,LG
105,Tue Sep 02 17:08:06 KST 2014,11260520,946.4798521047426,LG
106,Tue Sep 02 17:08:06 KST 2014,11260540,1971.5660633584444,MVNO
107,Tue Sep 02 17:08:06 KST 2014,11260550,1090.953162182482,KT
108,Tue Sep 02 17:08:06 KST 2014,11260565,1234.2164552740965,MVNO
109,Tue Sep 02 17:08:06 KST 2014,11260570,665.492160336087,KT
110,Tue Sep 02 17:08:06 KST 2014,11260575,179.5394842140421,MVNO
111,Tue Sep 02 17:08:06 KST 2014,11260580,520.6765861599947,LG
112,Tue Sep 02 17:08:06 KST 2014,11260590,1373.1875392551233,SKT
113,Tue Sep 02 17:08:06 KST 2014,11260600,771.7494838963912,MVNO
114,Tue Sep 02 17:08:06 KST 2014,11260610,389.14450101380027,LG
115,Tue Sep 02 17:08:06 KST 2014,11260620,496.59315948930777,KT
116,Tue Sep 02 17:08:06 KST 2014,11260630,1177.209521783925,SKT
117,Tue Sep 02 17:08:06 KST 2014,11260655,1584.4112340393435,LG
118,Tue Sep 02 17:08:06 KST 2014,11260660,1439.4904542540837,LG
119,Tue Sep 02 17:08:06 KST 2014,11260680,1068.2199400402471,MVNO
120,Tue Sep 02 17:08:06 KST 2014,11260690,1085.320210310619,KT
121,Tue Sep 02 17:08:06 KST 2014,11290525,1319.6377824919425,KT
122,Tue Sep 02 17:08:06 KST 2014,11290555,479.13681109098076,KT
123,Tue Sep 02 17:08:06 KST 2014,11290575,159.4339348877611,MVNO
124,Tue Sep 02 17:08:06 KST 2014,11290580,957.1906817560565,MVNO
125,Tue Sep 02 17:08:06 KST 2014,11290590,1325.6737784195657,SKT
126,Tue Sep 02 17:08:06 KST 2014,11290600,828.324138888727,KT
127,Tue Sep 02 17:08:06 KST 2014,11290610,1289.6458567897523,MVNO
128,Tue Sep 02 17:08:06 KST 2014,11290620,104.1060563617901,SKT
129,Tue Sep 02 17:08:06 KST 2014,11290630,942.4200909854384,MVNO
130,Tue Sep 02 17:08:06 KST 2014,11290640,638.251083801647,SKT
131,Tue Sep 02 17:08:06 KST 2014,11290650,105.04999111764536,LG
132,Tue Sep 02 17:08:06 KST 2014,11290660,591.9985420719372,LG
133,Tue Sep 02 17:08:06 KST 2014,11290685,1104.2376174733326,LG
134,Tue Sep 02 17:08:06 KST 2014,11290705,745.1522342278323,MVNO
135,Tue Sep 02 17:08:06 KST 2014,11290725,682.4647901427179,KT
136,Tue Sep 02 17:08:06 KST 2014,11290760,1178.7022187979956,SKT
137,Tue Sep 02 17:08:06 KST 2014,11290770,1450.0397528686472,LG
138,Tue Sep 02 17:08:06 KST 2014,11290780,1625.4720924178941,MVNO
139,Tue Sep 02 17:08:06 KST 2014,11290810,661.0144480696924,LG
140,Tue Sep 02 17:08:06 KST 2014,11305534,623.2021801398553,SKT
141,Tue Sep 02 17:08:06 KST 2014,11305533,30.180988558085403,KT
142,Tue Sep 02 17:08:06 KST 2014,11305545,1429.6527982901816,KT
143,Tue Sep 02 17:08:06 KST 2014,11305555,238.2260125258005,LG
144,Tue Sep 02 17:08:06 KST 2014,11305575,1278.6629489688019,SKT
145,Tue Sep 02 17:08:06 KST 2014,11305590,1006.5293470009918,MVNO
146,Tue Sep 02 17:08:06 KST 2014,11305600,610.6254136721111,MVNO
147,Tue Sep 02 17:08:06 KST 2014,11305606,462.64126322010014,SKT
148,Tue Sep 02 17:08:06 KST 2014,11305610,881.2745445850143,KT
149,Tue Sep 02 17:08:06 KST 2014,11305620,1961.471957037852,SKT
150,Tue Sep 02 17:08:06 KST 2014,11305630,1003.4631863984284,LG
151,Tue Sep 02 17:08:06 KST 2014,11305645,944.1023308479799,LG
152,Tue Sep 02 17:08:06 KST 2014,11305660,1673.0217996985475,MVNO
153,Tue Sep 02 17:08:06 KST 2014,11320511,1493.7503915845637,KT
154,Tue Sep 02 17:08:06 KST 2014,11320512,1192.5237107048515,KT
155,Tue Sep 02 17:08:06 KST 2014,11320513,635.5759056818854,SKT
156,Tue Sep 02 17:08:06 KST 2014,11320514,984.2714327462586,MVNO
157,Tue Sep 02 17:08:06 KST 2014,11320515,278.52026973526165,MVNO
158,Tue Sep 02 17:08:06 KST 2014,11320521,1153.2745527491024,KT
159,Tue Sep 02 17:08:06 KST 2014,11320522,298.9464490674154,MVNO
160,Tue Sep 02 17:08:06 KST 2014,11320660,1047.6824253361099,KT
161,Tue Sep 02 17:08:06 KST 2014,11320670,681.763769632161,MVNO
162,Tue Sep 02 17:08:06 KST 2014,11320680,76.1106367144813,SKT
163,Tue Sep 02 17:08:06 KST 2014,11320681,1996.2939315690523,SKT
164,Tue Sep 02 17:08:06 KST 2014,11320690,579.8532316501468,SKT
165,Tue Sep 02 17:08:06 KST 2014,11320700,904.2737078449279,LG
166,Tue Sep 02 17:08:06 KST 2014,11320710,1542.7770986633636,KT
167,Tue Sep 02 17:08:06 KST 2014,11350560,1465.4204636953957,MVNO
168,Tue Sep 02 17:08:06 KST 2014,11350570,1868.4841321392628,KT
169,Tue Sep 02 17:08:06 KST 2014,11350580,426.41817739077334,LG
170,Tue Sep 02 17:08:06 KST 2014,11350581,801.0289395925199,KT
171,Tue Sep 02 17:08:06 KST 2014,11350600,1936.2757474025889,MVNO
172,Tue Sep 02 17:08:06 KST 2014,11350605,1498.2817718903218,KT
173,Tue Sep 02 17:08:06 KST 2014,11350611,1124.628616027657,KT
174,Tue Sep 02 17:08:06 KST 2014,11350612,1684.9580833347175,MVNO
175,Tue Sep 02 17:08:06 KST 2014,11350619,1887.42945297493,SKT
176,Tue Sep 02 17:08:06 KST 2014,11350621,1888.3258394120307,SKT
177,Tue Sep 02 17:08:06 KST 2014,11350622,1023.4241728161301,LG
178,Tue Sep 02 17:08:06 KST 2014,11350623,994.6414662064668,SKT
179,Tue Sep 02 17:08:06 KST 2014,11350624,799.9994401949762,SKT
180,Tue Sep 02 17:08:06 KST 2014,11350630,1557.308368420954,KT
181,Tue Sep 02 17:08:06 KST 2014,11350640,782.9971068230045,SKT
182,Tue Sep 02 17:08:06 KST 2014,11350665,1685.447710213491,KT
183,Tue Sep 02 17:08:06 KST 2014,11350670,583.3375658043856,KT
184,Tue Sep 02 17:08:06 KST 2014,11350695,148.14307963995097,LG
185,Tue Sep 02 17:08:06 KST 2014,11350700,959.0445227175564,KT
186,Tue Sep 02 17:08:06 KST 2014,11350710,509.4925649631871,MVNO
187,Tue Sep 02 17:08:06 KST 2014,11350720,477.2894643401785,MVNO
188,Tue Sep 02 17:08:06 KST 2014,11380510,1425.0654143623142,SKT
189,Tue Sep 02 17:08:06 KST 2014,11380520,1653.3870465351986,KT
190,Tue Sep 02 17:08:06 KST 2014,11380530,1516.5588305027188,SKT
191,Tue Sep 02 17:08:06 KST 2014,11380551,204.33138177243606,KT
192,Tue Sep 02 17:08:06 KST 2014,11380552,1652.0519816322503,MVNO
193,Tue Sep 02 17:08:06 KST 2014,11380560,1251.8255520576326,KT
194,Tue Sep 02 17:08:06 KST 2014,11380570,31.57872819727617,LG
195,Tue Sep 02 17:08:06 KST 2014,11380580,707.1255871629874,KT
196,Tue Sep 02 17:08:06 KST 2014,11380590,435.2353007254951,KT
197,Tue Sep 02 17:08:06 KST 2014,11380600,819.6397003368393,LG
198,Tue Sep 02 17:08:06 KST 2014,11380625,1096.5175654746015,LG
199,Tue Sep 02 17:08:06 KST 2014,11380631,1361.8181576489044,MVNO
200,Tue Sep 02 17:08:06 KST 2014,11380632,1022.4611478401025,KT
201,Tue Sep 02 17:08:06 KST 2014,11380640,1521.9216743177976,KT
202,Tue Sep 02 17:08:06 KST 2014,11380650,204.6477375115744,MVNO
203,Tue Sep 02 17:08:06 KST 2014,11380690,1588.5697778600083,KT
204,Tue Sep 02 17:08:06 KST 2014,11410565,1893.8163013040107,MVNO
205,Tue Sep 02 17:08:06 KST 2014,11410520,212.80358864883922,SKT
206,Tue Sep 02 17:08:06 KST 2014,11410555,527.7900509056884,SKT
207,Tue Sep 02 17:08:06 KST 2014,11410585,567.0161587606335,SKT
208,Tue Sep 02 17:08:06 KST 2014,11410615,1162.2175268824958,LG
209,Tue Sep 02 17:08:06 KST 2014,11410620,1135.9025873127935,SKT
210,Tue Sep 02 17:08:06 KST 2014,11410640,1684.0742829190253,SKT
211,Tue Sep 02 17:08:06 KST 2014,11410655,162.30505651061543,MVNO
212,Tue Sep 02 17:08:06 KST 2014,11410660,689.9171840836508,MVNO
213,Tue Sep 02 17:08:06 KST 2014,11410685,1394.0419823106745,KT
214,Tue Sep 02 17:08:06 KST 2014,11410690,256.6965878470771,SKT
215,Tue Sep 02 17:08:06 KST 2014,11410700,1869.4292107412039,KT
216,Tue Sep 02 17:08:06 KST 2014,11410710,1794.3584191484713,SKT
217,Tue Sep 02 17:08:06 KST 2014,11410720,926.0796390508634,KT
218,Tue Sep 02 17:08:06 KST 2014,11440555,647.7378518245312,KT
219,Tue Sep 02 17:08:06 KST 2014,11440565,1509.1099037248714,LG
220,Tue Sep 02 17:08:06 KST 2014,11440585,509.54620823000516,SKT
221,Tue Sep 02 17:08:06 KST 2014,11440590,1320.4297057328465,SKT
222,Tue Sep 02 17:08:06 KST 2014,11440600,1631.574330338581,MVNO
223,Tue Sep 02 17:08:06 KST 2014,11440610,1722.0681031574993,KT
224,Tue Sep 02 17:08:06 KST 2014,11440630,1515.465097330103,MVNO
225,Tue Sep 02 17:08:06 KST 2014,11440655,426.97204295606525,LG
226,Tue Sep 02 17:08:06 KST 2014,11440660,740.7441464977637,MVNO
227,Tue Sep 02 17:08:06 KST 2014,11440680,1488.2102404216075,SKT
228,Tue Sep 02 17:08:06 KST 2014,11440690,151.17562958827128,MVNO
229,Tue Sep 02 17:08:06 KST 2014,11440700,1718.5859962928707,SKT
230,Tue Sep 02 17:08:06 KST 2014,11440710,1613.043834080012,MVNO
231,Tue Sep 02 17:08:06 KST 2014,11440720,65.16303118634471,KT
232,Tue Sep 02 17:08:06 KST 2014,11440730,1863.8161984813607,MVNO
233,Tue Sep 02 17:08:06 KST 2014,11440740,1890.1485946014277,KT
234,Tue Sep 02 17:08:06 KST 2014,11470510,361.64122101719386,MVNO
235,Tue Sep 02 17:08:06 KST 2014,11470520,668.2169418570004,KT
236,Tue Sep 02 17:08:06 KST 2014,11470530,1597.4597908790836,LG
237,Tue Sep 02 17:08:06 KST 2014,11470540,287.8518327994504,LG
238,Tue Sep 02 17:08:06 KST 2014,11470550,1017.0011075282453,SKT
239,Tue Sep 02 17:08:06 KST 2014,11470560,33.66375165718608,LG
240,Tue Sep 02 17:08:06 KST 2014,11470570,229.39104758445808,KT
241,Tue Sep 02 17:08:06 KST 2014,11470580,1044.9913892771222,SKT
242,Tue Sep 02 17:08:06 KST 2014,11470590,249.47724479811532,LG
243,Tue Sep 02 17:08:06 KST 2014,11470600,1848.4059746705411,LG
244,Tue Sep 02 17:08:06 KST 2014,11470610,558.6948596992275,MVNO
245,Tue Sep 02 17:08:06 KST 2014,11470611,1185.4722194474462,LG
246,Tue Sep 02 17:08:06 KST 2014,11470620,1291.1551227235998,MVNO
247,Tue Sep 02 17:08:06 KST 2014,11470630,12.1145907619677,SKT
248,Tue Sep 02 17:08:06 KST 2014,11470640,5.1290245648359925,MVNO
249,Tue Sep 02 17:08:06 KST 2014,11470650,1123.3251056666961,KT
250,Tue Sep 02 17:08:06 KST 2014,11470670,1624.6274650981331,MVNO
251,Tue Sep 02 17:08:06 KST 2014,11470680,1972.6763823499598,LG
252,Tue Sep 02 17:08:06 KST 2014,11500510,1861.7423881284535,KT
253,Tue Sep 02 17:08:06 KST 2014,11500520,221.59542655877178,KT
254,Tue Sep 02 17:08:06 KST 2014,11500530,1976.7817588887792,SKT
255,Tue Sep 02 17:08:06 KST 2014,11500535,805.1706705038054,MVNO
256,Tue Sep 02 17:08:06 KST 2014,11500540,1219.8527720917957,SKT
257,Tue Sep 02 17:08:06 KST 2014,11500550,1655.023959345754,KT
258,Tue Sep 02 17:08:06 KST 2014,11500560,534.7081971649774,LG
259,Tue Sep 02 17:08:06 KST 2014,11500570,457.7524325618808,SKT
260,Tue Sep 02 17:08:06 KST 2014,11500615,1743.4788633638752,SKT
261,Tue Sep 02 17:08:06 KST 2014,11500590,1345.8456287397535,MVNO
262,Tue Sep 02 17:08:06 KST 2014,11500591,1096.748973085555,SKT
263,Tue Sep 02 17:08:06 KST 2014,11500593,1869.0397905609643,MVNO
264,Tue Sep 02 17:08:06 KST 2014,11500603,719.3105896721505,SKT
265,Tue Sep 02 17:08:06 KST 2014,11500604,539.0940343628649,SKT
266,Tue Sep 02 17:08:06 KST 2014,11500605,1259.3253122728888,KT
267,Tue Sep 02 17:08:06 KST 2014,11500611,884.1976561406718,SKT
268,Tue Sep 02 17:08:06 KST 2014,11500620,1651.0626523030485,LG
269,Tue Sep 02 17:08:06 KST 2014,11500630,1129.2667063355993,SKT
270,Tue Sep 02 17:08:06 KST 2014,11500640,334.9641265326904,KT
271,Tue Sep 02 17:08:06 KST 2014,11500641,1154.055068377908,LG
272,Tue Sep 02 17:08:06 KST 2014,11530510,1465.0627307435677,LG
273,Tue Sep 02 17:08:06 KST 2014,11530520,802.0383118108055,KT
274,Tue Sep 02 17:08:06 KST 2014,11530530,1970.7952119462416,KT
275,Tue Sep 02 17:08:06 KST 2014,11530540,1597.844159777859,MVNO
276,Tue Sep 02 17:08:06 KST 2014,11530550,49.93900125834092,SKT
277,Tue Sep 02 17:08:06 KST 2014,11530560,1997.2969858580886,KT
278,Tue Sep 02 17:08:06 KST 2014,11530565,1518.5734235159812,KT
279,Tue Sep 02 17:08:06 KST 2014,11530595,1971.6674883062356,LG
280,Tue Sep 02 17:08:06 KST 2014,11530720,1014.5910555919894,SKT
281,Tue Sep 02 17:08:06 KST 2014,11530730,1551.1414920851707,KT
282,Tue Sep 02 17:08:06 KST 2014,11530740,1029.0491498988235,LG
283,Tue Sep 02 17:08:06 KST 2014,11530750,1079.8405166830864,LG
284,Tue Sep 02 17:08:06 KST 2014,11530760,448.1734847560791,MVNO
285,Tue Sep 02 17:08:06 KST 2014,11530765,1634.148580197284,KT
286,Tue Sep 02 17:08:06 KST 2014,11530770,1606.1835686417503,LG
287,Tue Sep 02 17:08:06 KST 2014,11530780,1199.7000827431852,SKT
288,Tue Sep 02 17:08:06 KST 2014,11530790,1915.7197131869816,KT
289,Tue Sep 02 17:08:06 KST 2014,11545510,1173.4485350239772,KT
290,Tue Sep 02 17:08:06 KST 2014,11545610,1266.967210690117,SKT
291,Tue Sep 02 17:08:06 KST 2014,11545620,1606.6335850212147,KT
292,Tue Sep 02 17:08:06 KST 2014,11545630,1753.176611633324,MVNO
293,Tue Sep 02 17:08:06 KST 2014,11545640,1965.0087960581732,SKT
294,Tue Sep 02 17:08:06 KST 2014,11545670,1194.8615324796867,SKT
295,Tue Sep 02 17:08:06 KST 2014,11545680,424.6067260389063,SKT
296,Tue Sep 02 17:08:06 KST 2014,11545690,1350.3541841609579,SKT
297,Tue Sep 02 17:08:06 KST 2014,11545700,135.9687664086319,SKT
298,Tue Sep 02 17:08:06 KST 2014,11545710,1976.3275237957434,LG
299,Tue Sep 02 17:08:06 KST 2014,11560515,1752.426284308376,MVNO
300,Tue Sep 02 17:08:06 KST 2014,11560535,423.4640682210431,KT
301,Tue Sep 02 17:08:06 KST 2014,11560540,1652.8437071139238,SKT
302,Tue Sep 02 17:08:06 KST 2014,11560550,648.1970814631395,KT
303,Tue Sep 02 17:08:06 KST 2014,11560560,1647.0151553609248,KT
304,Tue Sep 02 17:08:06 KST 2014,11560585,1619.2435113230067,KT
305,Tue Sep 02 17:08:06 KST 2014,11560605,1305.112749706256,MVNO
306,Tue Sep 02 17:08:06 KST 2014,11560610,934.1444874552265,LG
307,Tue Sep 02 17:08:06 KST 2014,11560620,1613.4773999491265,SKT
308,Tue Sep 02 17:08:06 KST 2014,11560630,521.7847603295844,SKT
309,Tue Sep 02 17:08:06 KST 2014,11560650,362.1788135050897,LG
310,Tue Sep 02 17:08:06 KST 2014,11560660,1703.1305677990279,SKT
311,Tue Sep 02 17:08:06 KST 2014,11560670,401.34360168598505,KT
312,Tue Sep 02 17:08:06 KST 2014,11560680,233.88326611546321,LG
313,Tue Sep 02 17:08:06 KST 2014,11560690,1735.2576994036074,MVNO
314,Tue Sep 02 17:08:06 KST 2014,11560700,1971.6226165732076,LG
315,Tue Sep 02 17:08:06 KST 2014,11560710,941.2092255250183,MVNO
316,Tue Sep 02 17:08:06 KST 2014,11560720,1847.6606475879178,SKT
317,Tue Sep 02 17:08:06 KST 2014,11590510,877.0450693607667,KT
318,Tue Sep 02 17:08:06 KST 2014,11590520,403.5639662030993,LG
319,Tue Sep 02 17:08:06 KST 2014,11590530,1549.5949628131993,KT
320,Tue Sep 02 17:08:06 KST 2014,11590540,1239.7113215654706,SKT
321,Tue Sep 02 17:08:06 KST 2014,11590550,925.2717570832705,MVNO
322,Tue Sep 02 17:08:06 KST 2014,11590560,796.3768532733412,SKT
323,Tue Sep 02 17:08:06 KST 2014,11590605,1206.6965191509066,SKT
324,Tue Sep 02 17:08:06 KST 2014,11590620,1314.9618633268872,MVNO
325,Tue Sep 02 17:08:06 KST 2014,11590630,1166.3990680505688,SKT
326,Tue Sep 02 17:08:06 KST 2014,11590640,1692.0017564737504,KT
327,Tue Sep 02 17:08:06 KST 2014,11590650,130.50203601800206,LG
328,Tue Sep 02 17:08:06 KST 2014,11590651,266.6310042516756,SKT
329,Tue Sep 02 17:08:06 KST 2014,11590660,1047.242907753683,LG
330,Tue Sep 02 17:08:06 KST 2014,11590670,1626.2217333509982,SKT
331,Tue Sep 02 17:08:06 KST 2014,11590680,1718.8783494829054,KT
332,Tue Sep 02 17:08:06 KST 2014,11620605,572.8946944939889,KT
333,Tue Sep 02 17:08:06 KST 2014,11620525,1069.5055079681665,LG
334,Tue Sep 02 17:08:06 KST 2014,11620565,418.0555874420232,SKT
335,Tue Sep 02 17:08:06 KST 2014,11620545,1275.1709758364923,MVNO
336,Tue Sep 02 17:08:06 KST 2014,11620595,1675.0441198414203,SKT
337,Tue Sep 02 17:08:06 KST 2014,11620575,862.4754075453867,MVNO
338,Tue Sep 02 17:08:06 KST 2014,11620585,976.0533801720027,LG
339,Tue Sep 02 17:08:06 KST 2014,11620615,1916.0618809443993,MVNO
340,Tue Sep 02 17:08:06 KST 2014,11620625,1810.855705987576,LG
341,Tue Sep 02 17:08:06 KST 2014,11620630,1116.2571662304913,LG
342,Tue Sep 02 17:08:06 KST 2014,11620645,577.1893869623217,MVNO
343,Tue Sep 02 17:08:06 KST 2014,11620655,1909.7821276328161,LG
344,Tue Sep 02 17:08:06 KST 2014,11620665,414.9707180429603,MVNO
345,Tue Sep 02 17:08:06 KST 2014,11620775,1376.2030438826368,LG
346,Tue Sep 02 17:08:06 KST 2014,11620685,541.464439431123,SKT
347,Tue Sep 02 17:08:06 KST 2014,11620695,91.36464954118928,SKT
348,Tue Sep 02 17:08:06 KST 2014,11620745,209.73976955355005,SKT
349,Tue Sep 02 17:08:06 KST 2014,11620715,1524.5537284367142,SKT
350,Tue Sep 02 17:08:06 KST 2014,11620725,716.1235461070809,KT
351,Tue Sep 02 17:08:06 KST 2014,11620735,163.04991641470392,SKT
352,Tue Sep 02 17:08:06 KST 2014,11620765,437.3280500358915,MVNO
353,Tue Sep 02 17:08:06 KST 2014,11650510,425.54052672570424,KT
354,Tue Sep 02 17:08:06 KST 2014,11650520,1573.0262894076047,LG
355,Tue Sep 02 17:08:06 KST 2014,11650530,52.29857774316863,SKT
