_id,_time,value,x,y
2022,Tue Sep 02 16:46:48 KST 2014,1687,127.59110875230625,37.12471592481551
2021,Tue Sep 02 16:46:48 KST 2014,659,128.246,37.124
2020,Tue Sep 02 16:46:48 KST 2014,1391,129.238,36.956
2019,Tue Sep 02 16:46:48 KST 2014,1789,128.947,35.668
2018,Tue Sep 02 16:46:48 KST 2014,1765,126.90378163630069,37.59065996886548
2017,Tue Sep 02 16:46:48 KST 2014,2890,127.33387173662358,37.69806255189127
2014,Tue Sep 02 16:46:48 KST 2014,1480,129.136,35.853
2013,Tue Sep 02 16:46:48 KST 2014,1612,127.785,37.318
2012,Tue Sep 02 16:46:48 KST 2014,1277,126.9463609764183,37.60718737171375
2011,Tue Sep 02 16:46:48 KST 2014,885,127.24047317227848,37.38537015682663
2009,Tue Sep 02 16:46:48 KST 2014,2533,127.13836241063188,37.3842614045204
2007,Tue Sep 02 16:46:48 KST 2014,1098,128.075,36.678
2006,Tue Sep 02 16:46:48 KST 2014,371,129.13359253920666,35.24414203759224
2005,Tue Sep 02 16:46:48 KST 2014,243,127.07478163630068,37.53565996886548
2004,Tue Sep 02 16:46:48 KST 2014,16,127.20747317227847,37.67437015682663
2003,Tue Sep 02 16:46:48 KST 2014,2902,128.713,36.891
2002,Tue Sep 02 16:46:48 KST 2014,2239,127.058033285286,37.603437586485455
2000,Tue Sep 02 16:46:48 KST 2014,22,128.55381979935424,35.793988235124544
1999,Tue Sep 02 16:46:48 KST 2014,1909,126.89752596863467,37.48139368657753
1997,Tue Sep 02 16:46:48 KST 2014,726,128.237,36.629
1996,Tue Sep 02 16:46:48 KST 2014,2264,126.84679626960332,37.04934662707566
1994,Tue Sep 02 16:46:48 KST 2014,538,128.47839225236393,35.88730559559501
1992,Tue Sep 02 16:46:48 KST 2014,1993,127.05292654232012,37.48753859259696
1991,Tue Sep 02 16:46:48 KST 2014,2826,129.198,36.412
1990,Tue Sep 02 16:46:48 KST 2014,2865,128.43760918184964,35.752677761761994
1988,Tue Sep 02 16:46:48 KST 2014,734,128.957,36.132
1987,Tue Sep 02 16:46:48 KST 2014,827,127.14591477744466,37.13907144833949
1986,Tue Sep 02 16:46:48 KST 2014,658,127.664,36.542
1983,Tue Sep 02 16:46:48 KST 2014,1482,127.636,37.229
1981,Tue Sep 02 16:46:48 KST 2014,2731,127.03645107674119,37.58358995473954
1980,Tue Sep 02 16:46:48 KST 2014,2173,126.9190525123961,37.57289755967491
1979,Tue Sep 02 16:46:48 KST 2014,192,126.7528668588561,33.33424103436346
1978,Tue Sep 02 16:46:48 KST 2014,922,127.25197073339473,37.17089124769375
1977,Tue Sep 02 16:46:48 KST 2014,1399,128.99,36.873
1976,Tue Sep 02 16:46:48 KST 2014,2017,126.741,36.323
1975,Tue Sep 02 16:46:48 KST 2014,104,127.002,35.073
1974,Tue Sep 02 16:46:48 KST 2014,481,128.61110186519832,35.86929239650599
1973,Tue Sep 02 16:46:48 KST 2014,966,128.6429282640971,35.805686083083486
1972,Tue Sep 02 16:46:48 KST 2014,362,126.86947317227848,37.33937015682663
1971,Tue Sep 02 16:46:48 KST 2014,868,127.84877273985245,35.06220860816422
1968,Tue Sep 02 16:46:48 KST 2014,2161,128.47237216616696,35.81844074607933
1967,Tue Sep 02 16:46:48 KST 2014,201,126.95638393104244,37.09265910977861
1965,Tue Sep 02 16:46:48 KST 2014,2687,127.97852109086713,37.3739431849631
1964,Tue Sep 02 16:46:48 KST 2014,1933,126.88492654232012,37.70753859259696
1962,Tue Sep 02 16:46:48 KST 2014,2311,128.629,35.947
1961,Tue Sep 02 16:46:48 KST 2014,396,127.25,37.116
1960,Tue Sep 02 16:46:48 KST 2014,1261,127.49318909709409,37.546213485931744
1959,Tue Sep 02 16:46:48 KST 2014,2700,128.495,35.894
1956,Tue Sep 02 16:46:48 KST 2014,1453,129.18982467712178,36.3215073166513
1955,Tue Sep 02 16:46:48 KST 2014,927,127.16487173662357,37.44406255189127
1954,Tue Sep 02 16:46:48 KST 2014,2836,129.101,36.061
1953,Tue Sep 02 16:46:48 KST 2014,1260,127.226,34.936
1952,Tue Sep 02 16:46:48 KST 2014,1604,126.89847317227847,37.47637015682663
1951,Tue Sep 02 16:46:48 KST 2014,2297,128.9795827836716,35.5046022947417
1950,Tue Sep 02 16:46:48 KST 2014,848,129.06658766143912,35.3998295548893
1949,Tue Sep 02 16:46:48 KST 2014,1812,127.057,37.027
1947,Tue Sep 02 16:46:48 KST 2014,1736,127.24997073339472,37.09789124769375
1946,Tue Sep 02 16:46:48 KST 2014,2413,128.707,35.123
1944,Tue Sep 02 16:46:48 KST 2014,1647,126.51986685885609,33.26624103436345
1943,Tue Sep 02 16:46:48 KST 2014,2325,128.05548378690045,35.425625824492656
1942,Tue Sep 02 16:46:48 KST 2014,417,126.72478163630069,37.59365996886548
1939,Tue Sep 02 16:46:48 KST 2014,620,127.49397073339472,37.15089124769376
1937,Tue Sep 02 16:46:48 KST 2014,2011,127.468,36.502
1935,Tue Sep 02 16:46:48 KST 2014,347,128.7215073166513,35.136881492158665
1934,Tue Sep 02 16:46:48 KST 2014,483,127.11478163630069,37.44065996886548
1932,Tue Sep 02 16:46:48 KST 2014,665,127.06469784795895,37.47825308319884
1931,Tue Sep 02 16:46:48 KST 2014,264,126.9867345767989,37.632882351245414
1929,Tue Sep 02 16:46:48 KST 2014,2,126.749,35.679
1928,Tue Sep 02 16:46:48 KST 2014,63,128.298,37.181
1927,Tue Sep 02 16:46:48 KST 2014,1059,127.842,37.245
1926,Tue Sep 02 16:46:48 KST 2014,628,127.99496671471402,37.70559741697418
1925,Tue Sep 02 16:46:48 KST 2014,2758,126.96762783383299,37.475460257149535
1924,Tue Sep 02 16:46:48 KST 2014,1520,127.49483845133766,37.62757876499079
1923,Tue Sep 02 16:46:48 KST 2014,891,127.25387173662357,37.51506255189127
1922,Tue Sep 02 16:46:48 KST 2014,2296,127.441,36.164
1921,Tue Sep 02 16:46:48 KST 2014,2919,129.0625073166513,35.25297159248155
1920,Tue Sep 02 16:46:48 KST 2014,928,127.06409899677121,37.876730558118105
1919,Tue Sep 02 16:46:48 KST 2014,38,127.00478163630069,37.70465996886548
1918,Tue Sep 02 16:46:48 KST 2014,2619,128.796,35.501
1917,Tue Sep 02 16:46:48 KST 2014,2291,128.75,37.124
1916,Tue Sep 02 16:46:48 KST 2014,2586,128.909,35.112
1915,Tue Sep 02 16:46:48 KST 2014,745,128.36888636992623,37.5564505016144
1914,Tue Sep 02 16:46:48 KST 2014,916,129.409,35.877
1912,Tue Sep 02 16:46:48 KST 2014,368,127.17236241063189,37.3052614045204
1911,Tue Sep 02 16:46:48 KST 2014,2182,126.40686685885609,33.32524103436346
1910,Tue Sep 02 16:46:48 KST 2014,527,128.64172969903137,37.738952940498166
1909,Tue Sep 02 16:46:48 KST 2014,2738,128.5891219513953,35.79533543732703
1908,Tue Sep 02 16:46:48 KST 2014,2483,128.489,34.822
1907,Tue Sep 02 16:46:48 KST 2014,2140,128.4109598276061,35.86436728839944
1906,Tue Sep 02 16:46:48 KST 2014,2420,127.25787173662357,37.70706255189127
1905,Tue Sep 02 16:46:48 KST 2014,1420,128.284,35.749
1904,Tue Sep 02 16:46:48 KST 2014,2539,129.08,37.236
1903,Tue Sep 02 16:46:48 KST 2014,2721,127.50497073339471,37.255891247693754
1901,Tue Sep 02 16:46:48 KST 2014,1987,127.25136241063188,37.535261404520405
1899,Tue Sep 02 16:46:48 KST 2014,786,128.4809030125692,35.82003328528597
1898,Tue Sep 02 16:46:48 KST 2014,1095,126.85925566766603,35.096786514068256
1896,Tue Sep 02 16:46:48 KST 2014,1644,126.8974731722785,37.246370156826636
1895,Tue Sep 02 16:46:48 KST 2014,2181,128.38607833544742,35.91562783383301
1893,Tue Sep 02 16:46:48 KST 2014,2975,126.95564792002999,37.60588292637223
1891,Tue Sep 02 16:46:48 KST 2014,853,129.12218020064577,35.263909899677124
1890,Tue Sep 02 16:46:48 KST 2014,121,126.83788149215867,35.196288952952024
1889,Tue Sep 02 16:46:48 KST 2014,2661,127.289,35.204
1888,Tue Sep 02 16:46:48 KST 2014,1137,127.06287173662358,37.535062551891265
1887,Tue Sep 02 16:46:48 KST 2014,2227,128.92,36.303
1886,Tue Sep 02 16:46:48 KST 2014,2740,127.0,35.01
1885,Tue Sep 02 16:46:48 KST 2014,1107,127.056,35.062
1883,Tue Sep 02 16:46:48 KST 2014,749,127.25097073339472,37.17089124769375
1881,Tue Sep 02 16:46:48 KST 2014,1961,127.26,35.003
1880,Tue Sep 02 16:46:48 KST 2014,858,127.54036241063189,37.520261404520404
1879,Tue Sep 02 16:46:48 KST 2014,71,127.677,37.15
1878,Tue Sep 02 16:46:48 KST 2014,439,127.56782955488933,35.405966714714005
1876,Tue Sep 02 16:46:48 KST 2014,106,128.92,36.326
1875,Tue Sep 02 16:46:48 KST 2014,703,127.5910186519834,37.41520860816421
1873,Tue Sep 02 16:46:48 KST 2014,1661,126.92397991380305,37.50708321321495
1872,Tue Sep 02 16:46:48 KST 2014,91,128.055966714714,35.08184820687268
1871,Tue Sep 02 16:46:48 KST 2014,2397,127.07563472094095,37.72434174930813
1869,Tue Sep 02 16:46:48 KST 2014,2046,129.221,36.922
1868,Tue Sep 02 16:46:48 KST 2014,253,128.109,36.084
1866,Tue Sep 02 16:46:48 KST 2014,227,126.6308668588561,33.32524103436346
1863,Tue Sep 02 16:46:48 KST 2014,2452,127.51,36.069
1862,Tue Sep 02 16:46:48 KST 2014,367,128.71,35.923
1861,Tue Sep 02 16:46:48 KST 2014,2991,126.81,35.445
1860,Tue Sep 02 16:46:48 KST 2014,1345,126.99047317227848,37.15337015682663
1859,Tue Sep 02 16:46:48 KST 2014,144,128.8554691535978,37.20713314114392
1858,Tue Sep 02 16:46:48 KST 2014,2731,128.0525162130996,36.948540601937275
1857,Tue Sep 02 16:46:48 KST 2014,769,127.0063624106319,37.316261404520404
1855,Tue Sep 02 16:46:48 KST 2014,2213,128.736,35.798
1853,Tue Sep 02 16:46:48 KST 2014,408,128.7246542320111,35.11502840751845
1852,Tue Sep 02 16:46:48 KST 2014,529,128.756,37.216
1850,Tue Sep 02 16:46:48 KST 2014,526,129.037,35.623
1849,Tue Sep 02 16:46:48 KST 2014,767,128.50622238238,36.31074921010155
1848,Tue Sep 02 16:46:48 KST 2014,2305,128.3722169294857,35.76719196552122
1847,Tue Sep 02 16:46:48 KST 2014,523,127.66472969903137,36.35420373039668
1846,Tue Sep 02 16:46:48 KST 2014,2588,126.834,35.248
1844,Tue Sep 02 16:46:48 KST 2014,2610,128.33645738872232,35.627677761761994
1843,Tue Sep 02 16:46:48 KST 2014,2657,127.16758278367158,38.04131334178968
1842,Tue Sep 02 16:46:48 KST 2014,1435,127.47,36.204
1841,Tue Sep 02 16:46:48 KST 2014,1763,129.10674433233393,35.20902840751845
1840,Tue Sep 02 16:46:48 KST 2014,330,128.707,36.971
1839,Tue Sep 02 16:46:48 KST 2014,1412,126.899,35.197
1838,Tue Sep 02 16:46:48 KST 2014,2199,128.22,36.974
1837,Tue Sep 02 16:46:48 KST 2014,2061,127.39797073339471,37.22589124769375
1836,Tue Sep 02 16:46:48 KST 2014,1580,127.24390014414205,37.29596269603323
1833,Tue Sep 02 16:46:48 KST 2014,1268,129.0817345767989,35.228345767988934
1832,Tue Sep 02 16:46:48 KST 2014,1723,127.152,35.294
1831,Tue Sep 02 16:46:48 KST 2014,749,127.3461136300738,36.29552109086715
1830,Tue Sep 02 16:46:48 KST 2014,132,126.64605193726936,36.51800975553507
1829,Tue Sep 02 16:46:48 KST 2014,1993,129.331,35.935
1828,Tue Sep 02 16:46:48 KST 2014,1215,126.85578163630069,37.59565996886548
1827,Tue Sep 02 16:46:48 KST 2014,913,128.72322037303968,35.92751420375922
1826,Tue Sep 02 16:46:48 KST 2014,2539,128.57,36.806
1824,Tue Sep 02 16:46:48 KST 2014,298,126.91478163630069,37.65165996886548
1823,Tue Sep 02 16:46:48 KST 2014,616,127.1067816363007,37.43965996886548
1822,Tue Sep 02 16:46:48 KST 2014,851,127.674,36.681
1820,Tue Sep 02 16:46:48 KST 2014,2903,128.027,36.719
1818,Tue Sep 02 16:46:48 KST 2014,2682,126.82342123500915,37.63424275253704
1817,Tue Sep 02 16:46:48 KST 2014,2222,126.74,35.757
1816,Tue Sep 02 16:46:48 KST 2014,215,129.078,35.844
1815,Tue Sep 02 16:46:48 KST 2014,328,127.909,34.792
1814,Tue Sep 02 16:46:48 KST 2014,988,129.236,36.815
1813,Tue Sep 02 16:46:48 KST 2014,725,126.804,34.356
1812,Tue Sep 02 16:46:48 KST 2014,113,127.45358766143912,37.455839310424366
1811,Tue Sep 02 16:46:48 KST 2014,942,126.4938668588561,33.457241034363456
1809,Tue Sep 02 16:46:48 KST 2014,2920,128.43242065988238,35.70041233856088
1808,Tue Sep 02 16:46:48 KST 2014,772,127.43627030096866,35.13227030096866
1807,Tue Sep 02 16:46:48 KST 2014,2649,127.905,36.984
1804,Tue Sep 02 16:46:48 KST 2014,2771,126.32686685885609,33.38224103436345
1803,Tue Sep 02 16:46:48 KST 2014,1257,127.44066312845938,37.43229870848708
1801,Tue Sep 02 16:46:48 KST 2014,1950,127.35038393104244,36.26832223823801
1796,Tue Sep 02 16:46:48 KST 2014,2537,128.54,34.988
1795,Tue Sep 02 16:46:48 KST 2014,2642,126.51742611277676,33.44800401868079
1794,Tue Sep 02 16:46:48 KST 2014,300,127.14187173662357,37.72806255189127
1793,Tue Sep 02 16:46:48 KST 2014,2690,128.188,36.207
1792,Tue Sep 02 16:46:48 KST 2014,10,127.68368665821032,37.50904304082104
1791,Tue Sep 02 16:46:48 KST 2014,1423,129.06,36.475
1790,Tue Sep 02 16:46:48 KST 2014,1545,127.32670616928046,36.35688149215867
1789,Tue Sep 02 16:46:48 KST 2014,1508,129.2005073166513,35.31337905327491
1788,Tue Sep 02 16:46:48 KST 2014,835,127.685,37.267
1787,Tue Sep 02 16:46:48 KST 2014,2652,127.03592654232011,37.62153859259696
1786,Tue Sep 02 16:46:48 KST 2014,123,127.26328895295204,37.91972568035056
1784,Tue Sep 02 16:46:48 KST 2014,2538,128.51072768969098,35.709559253920666
1783,Tue Sep 02 16:46:48 KST 2014,1392,126.983,35.202
1781,Tue Sep 02 16:46:48 KST 2014,1864,127.16010875230627,37.709663987546136
1780,Tue Sep 02 16:46:48 KST 2014,1120,127.69179139183579,36.957417216328416
1779,Tue Sep 02 16:46:48 KST 2014,1987,128.982,35.85
1778,Tue Sep 02 16:46:48 KST 2014,2617,128.418,34.968
1776,Tue Sep 02 16:46:48 KST 2014,1006,126.83978163630069,37.34665996886548
1775,Tue Sep 02 16:46:48 KST 2014,1226,126.6761704451107,36.85507144833949
1774,Tue Sep 02 16:46:48 KST 2014,2806,129.1295073166513,35.36832223823801
1772,Tue Sep 02 16:46:48 KST 2014,1888,128.975,37.248
1771,Tue Sep 02 16:46:48 KST 2014,2141,127.56787173662357,37.38106255189127
1770,Tue Sep 02 16:46:48 KST 2014,1886,126.79142123500914,37.62924275253704
1769,Tue Sep 02 16:46:48 KST 2014,1811,126.74360143565495,37.58081578067346
1768,Tue Sep 02 16:46:48 KST 2014,171,129.066,35.332
1765,Tue Sep 02 16:46:48 KST 2014,508,128.36998823512454,35.68076786208488
1764,Tue Sep 02 16:46:48 KST 2014,218,126.808,35.591
1763,Tue Sep 02 16:46:48 KST 2014,2417,127.29747317227847,37.44337015682663
1762,Tue Sep 02 16:46:48 KST 2014,2635,127.18387173662357,37.64806255189127
1759,Tue Sep 02 16:46:48 KST 2014,1280,127.406,36.209
1758,Tue Sep 02 16:46:48 KST 2014,1846,126.46113228205719,33.47000401868079
1757,Tue Sep 02 16:46:48 KST 2014,2258,127.136,34.99
1756,Tue Sep 02 16:46:48 KST 2014,2898,126.83936241063189,37.324261404520406
1755,Tue Sep 02 16:46:48 KST 2014,42,127.514,37.001
1754,Tue Sep 02 16:46:48 KST 2014,1452,126.854,34.821
1753,Tue Sep 02 16:46:48 KST 2014,2302,126.49325078989854,36.8521331411439
1752,Tue Sep 02 16:46:48 KST 2014,156,128.28674347324713,38.20463643911463
1751,Tue Sep 02 16:46:48 KST 2014,496,126.6038668588561,33.26624103436345
1749,Tue Sep 02 16:46:48 KST 2014,1067,127.1264926833487,37.433294689806296
1748,Tue Sep 02 16:46:48 KST 2014,2558,127.37278163630074,37.03854060193728
1746,Tue Sep 02 16:46:48 KST 2014,2215,127.31997073339471,36.90089124769376
1745,Tue Sep 02 16:46:48 KST 2014,155,126.90386685885609,33.384241034363455
1744,Tue Sep 02 16:46:48 KST 2014,154,127.55924591213096,37.616422094095945
1743,Tue Sep 02 16:46:48 KST 2014,2337,128.925,35.876
1741,Tue Sep 02 16:46:48 KST 2014,582,127.31347317227849,37.58937015682663
1739,Tue Sep 02 16:46:48 KST 2014,1691,126.92847317227847,37.463370156826635
1738,Tue Sep 02 16:46:48 KST 2014,2195,129.377,35.441
1737,Tue Sep 02 16:46:48 KST 2014,599,126.44543586831179,36.70238393104244
1736,Tue Sep 02 16:46:48 KST 2014,2182,128.369,36.668
1735,Tue Sep 02 16:46:48 KST 2014,82,128.218,35.315
1734,Tue Sep 02 16:46:48 KST 2014,1627,127.12190502190958,38.177384790129175
1733,Tue Sep 02 16:46:48 KST 2014,1934,127.878,36.343
1732,Tue Sep 02 16:46:48 KST 2014,1599,129.43250243888377,36.75673457679889
1731,Tue Sep 02 16:46:48 KST 2014,2681,126.7148668588561,33.522241034363454
1730,Tue Sep 02 16:46:48 KST 2014,187,128.861,35.386
1729,Tue Sep 02 16:46:48 KST 2014,1092,127.42036241063188,37.437261404520406
1727,Tue Sep 02 16:46:48 KST 2014,13,129.018,37.107
1726,Tue Sep 02 16:46:48 KST 2014,166,127.053,35.813
1725,Tue Sep 02 16:46:48 KST 2014,901,128.96823701568266,35.232440746079334
1724,Tue Sep 02 16:46:48 KST 2014,840,129.105,37.097
1721,Tue Sep 02 16:46:48 KST 2014,1168,126.80942123500914,37.42824275253704
1720,Tue Sep 02 16:46:48 KST 2014,2771,128.218,35.728
1718,Tue Sep 02 16:46:48 KST 2014,1119,126.828,35.649
1717,Tue Sep 02 16:46:48 KST 2014,2546,129.01835064575644,35.435051937269364
1716,Tue Sep 02 16:46:48 KST 2014,1773,128.316,35.512
1715,Tue Sep 02 16:46:48 KST 2014,2611,128.967,35.717
1714,Tue Sep 02 16:46:48 KST 2014,1268,127.614644476476,36.881398564345034
1712,Tue Sep 02 16:46:48 KST 2014,1982,128.22172969903136,37.77757876499079
1710,Tue Sep 02 16:46:48 KST 2014,681,127.89,36.964
1709,Tue Sep 02 16:46:48 KST 2014,195,127.295,35.222
1708,Tue Sep 02 16:46:48 KST 2014,1462,126.25525078989844,35.07388636992622
1707,Tue Sep 02 16:46:48 KST 2014,1896,127.18747317227849,37.01437015682664
1704,Tue Sep 02 16:46:48 KST 2014,1004,126.80178163630069,37.39020458948352
1701,Tue Sep 02 16:46:48 KST 2014,1354,127.14012539494924,37.236228119234404
1700,Tue Sep 02 16:46:48 KST 2014,2819,126.66490502190958,37.60941721632843
1698,Tue Sep 02 16:46:48 KST 2014,1248,129.126,37.093
1697,Tue Sep 02 16:46:48 KST 2014,2674,127.9266817804427,35.582033285285995
1696,Tue Sep 02 16:46:48 KST 2014,1154,127.29787173662358,37.72906255189127
1695,Tue Sep 02 16:46:48 KST 2014,2763,128.98497159248154,35.16358766143912
1694,Tue Sep 02 16:46:48 KST 2014,772,127.559,36.059
1693,Tue Sep 02 16:46:48 KST 2014,515,129.345,35.771
1692,Tue Sep 02 16:46:48 KST 2014,224,128.492,37.266
1690,Tue Sep 02 16:46:48 KST 2014,2215,128.474,37.244
1689,Tue Sep 02 16:46:48 KST 2014,2379,127.01787173662358,37.32406255189127
1688,Tue Sep 02 16:46:48 KST 2014,1802,127.17747317227847,37.35837015682663
1687,Tue Sep 02 16:46:48 KST 2014,1391,126.938,35.707
1686,Tue Sep 02 16:46:48 KST 2014,1414,126.69842123500915,37.47324275253704
1685,Tue Sep 02 16:46:48 KST 2014,1754,127.03390157835561,37.43932022889765
1684,Tue Sep 02 16:46:48 KST 2014,2154,127.08387173662358,37.65606255189127
1683,Tue Sep 02 16:46:48 KST 2014,1325,127.34729784940035,37.47725164898525
1682,Tue Sep 02 16:46:48 KST 2014,1261,126.767,35.775
1677,Tue Sep 02 16:46:48 KST 2014,1479,126.971,35.738
1676,Tue Sep 02 16:46:48 KST 2014,2464,127.44221262684499,37.087038163053506
1675,Tue Sep 02 16:46:48 KST 2014,351,128.8395974169742,35.111734576798895
1674,Tue Sep 02 16:46:48 KST 2014,2521,127.94,37.105
1673,Tue Sep 02 16:46:48 KST 2014,1747,129.14,35.16
1672,Tue Sep 02 16:46:48 KST 2014,1559,126.99087173662357,37.44506255189127
1670,Tue Sep 02 16:46:48 KST 2014,957,127.03045107674119,37.53958995473954
1669,Tue Sep 02 16:46:48 KST 2014,1525,128.335,34.963
1668,Tue Sep 02 16:46:48 KST 2014,2123,127.273,35.243
1665,Tue Sep 02 16:46:48 KST 2014,2710,128.37014691535978,37.58234174930813
1664,Tue Sep 02 16:46:48 KST 2014,63,129.23,37.243
1663,Tue Sep 02 16:46:48 KST 2014,2941,126.96840889500692,37.496323672451574
1662,Tue Sep 02 16:46:48 KST 2014,1630,127.42950243888376,36.357379053274904
1661,Tue Sep 02 16:46:48 KST 2014,1893,126.858,34.817
1660,Tue Sep 02 16:46:48 KST 2014,2911,129.088,36.953
1659,Tue Sep 02 16:46:48 KST 2014,965,127.28478163630069,37.55165996886548
1658,Tue Sep 02 16:46:48 KST 2014,273,127.23747317227847,37.511370156826636
1657,Tue Sep 02 16:46:48 KST 2014,642,128.027,35.998
1656,Tue Sep 02 16:46:48 KST 2014,2549,127.37352596863467,37.51839368657754
1654,Tue Sep 02 16:46:48 KST 2014,923,127.45187173662356,37.559062551891266
1653,Tue Sep 02 16:46:48 KST 2014,2694,127.01814691535978,37.05742209409595
1651,Tue Sep 02 16:46:48 KST 2014,671,127.55,34.909
1649,Tue Sep 02 16:46:48 KST 2014,2367,126.86287173662357,37.40906255189127
1648,Tue Sep 02 16:46:48 KST 2014,2667,128.02541233856087,37.31906169280443
1647,Tue Sep 02 16:46:48 KST 2014,1599,127.50236241063189,37.559261404520406
1646,Tue Sep 02 16:46:48 KST 2014,2583,127.47478163630068,37.36865996886548
1645,Tue Sep 02 16:46:48 KST 2014,279,129.08,37.081
1644,Tue Sep 02 16:46:48 KST 2014,919,127.31987173662357,37.620062551891266
1643,Tue Sep 02 16:46:48 KST 2014,268,127.26,35.442
1642,Tue Sep 02 16:46:48 KST 2014,770,127.02903328528599,37.698437586485454
1640,Tue Sep 02 16:46:48 KST 2014,1013,128.46279626960333,37.370919655212184
1639,Tue Sep 02 16:46:48 KST 2014,2544,126.87687173662357,37.41106255189127
1638,Tue Sep 02 16:46:48 KST 2014,2950,129.22914691535976,35.27002840751845
1637,Tue Sep 02 16:46:48 KST 2014,1170,127.043,35.788
1636,Tue Sep 02 16:46:48 KST 2014,531,127.37911850784133,37.44498622578414
1634,Tue Sep 02 16:46:48 KST 2014,1043,128.5769813480166,35.79835064575646
1633,Tue Sep 02 16:46:48 KST 2014,980,126.77286685885609,33.45524103436345
1632,Tue Sep 02 16:46:48 KST 2014,2313,127.74756815036899,37.45300975553506
1631,Tue Sep 02 16:46:48 KST 2014,2665,129.233,37.056
