"_id","_time","code","value"
"11636","Tue Sep 02 17:08:06 KST 2014","STP","4767"
"11635","Tue Sep 02 17:08:06 KST 2014","GEO","1766"
"11634","Tue Sep 02 17:08:06 KST 2014","NIC","8705"
"11633","Tue Sep 02 17:08:06 KST 2014","MWI","5385"
"11632","Tue Sep 02 17:08:06 KST 2014","USA","8439"
"11631","Tue Sep 02 17:08:06 KST 2014","KIR","7106"
"11630","Tue Sep 02 17:08:06 KST 2014","ITA","7649"
"11629","Tue Sep 02 17:08:06 KST 2014","GIB","4321"
"11628","Tue Sep 02 17:08:06 KST 2014","ATG","9136"
"11627","Tue Sep 02 17:08:06 KST 2014","SLE","4104"
"11626","Tue Sep 02 17:08:06 KST 2014","MYT","7540"
"11625","Tue Sep 02 17:08:06 KST 2014","BLZ","6349"
"11624","Tue Sep 02 17:08:06 KST 2014","GIN","3020"
"11623","Tue Sep 02 17:08:06 KST 2014","PER","6968"
"11622","Tue Sep 02 17:08:06 KST 2014","UKR","6712"
"11621","Tue Sep 02 17:08:06 KST 2014","PSE","5269"
"11620","Tue Sep 02 17:08:06 KST 2014","PAK","117"
"11619","Tue Sep 02 17:08:06 KST 2014","BDI","5061"
"11618","Tue Sep 02 17:08:06 KST 2014","CPV","6084"
"11617","Tue Sep 02 17:08:06 KST 2014","ATA","3554"
"11616","Tue Sep 02 17:08:06 KST 2014","JPN","3501"
"11615","Tue Sep 02 17:08:06 KST 2014","HKG","6530"
"11614","Tue Sep 02 17:08:06 KST 2014","POL","4675"
"11613","Tue Sep 02 17:08:06 KST 2014","NZL","9381"
"11612","Tue Sep 02 17:08:06 KST 2014","PHL","9016"
"11611","Tue Sep 02 17:08:06 KST 2014","GUY","3"
"11610","Tue Sep 02 17:08:06 KST 2014","KWT","3559"
"11609","Tue Sep 02 17:08:06 KST 2014","FJI","9728"
"11608","Tue Sep 02 17:08:06 KST 2014","LKA","6670"
"11607","Tue Sep 02 17:08:06 KST 2014","ATF","598"
"11606","Tue Sep 02 17:08:06 KST 2014","OMN","9647"
"11605","Tue Sep 02 17:08:06 KST 2014","GUF","5748"
"11604","Tue Sep 02 17:08:06 KST 2014","JPN","2360"
"11603","Tue Sep 02 17:08:06 KST 2014","GRL","5241"
"11602","Tue Sep 02 17:08:06 KST 2014","TZA","9903"
"11601","Tue Sep 02 17:08:06 KST 2014","BLZ","4194"
"11600","Tue Sep 02 17:08:06 KST 2014","DJI","4797"
"11599","Tue Sep 02 17:08:06 KST 2014","ECU","9726"
"11598","Tue Sep 02 17:08:06 KST 2014","BVT","2403"
"11597","Tue Sep 02 17:08:06 KST 2014","JAM","8645"
"11596","Tue Sep 02 17:08:06 KST 2014","MCO","5697"
"11595","Tue Sep 02 17:08:06 KST 2014","RUS","4305"
"11594","Tue Sep 02 17:08:06 KST 2014","BLM","2200"
"11593","Tue Sep 02 17:08:06 KST 2014","BHR","580"
"11592","Tue Sep 02 17:08:06 KST 2014","IMN","7363"
"11591","Tue Sep 02 17:08:06 KST 2014","IDN","4483"
"11590","Tue Sep 02 17:08:06 KST 2014","AIA","1327"
"11589","Tue Sep 02 17:08:06 KST 2014","RUS","6285"
"11588","Tue Sep 02 17:08:06 KST 2014","RWA","7048"
"11587","Tue Sep 02 17:08:06 KST 2014","MKD","8663"
"11586","Tue Sep 02 17:08:06 KST 2014","POL","4071"
"11585","Tue Sep 02 17:08:06 KST 2014","ALA","228"
"11584","Tue Sep 02 17:08:06 KST 2014","PHL","9425"
"11583","Tue Sep 02 17:08:06 KST 2014","UZB","1475"
"11582","Tue Sep 02 17:08:06 KST 2014","BLZ","2126"
"11581","Tue Sep 02 17:08:06 KST 2014","PAN","7395"
"11580","Tue Sep 02 17:08:06 KST 2014","HND","1613"
"11579","Tue Sep 02 17:08:06 KST 2014","LIE","7434"
"11578","Tue Sep 02 17:08:06 KST 2014","VNM","3244"
"11577","Tue Sep 02 17:08:06 KST 2014","HTI","8212"
"11576","Tue Sep 02 17:08:06 KST 2014","AZE","9907"
"11575","Tue Sep 02 17:08:06 KST 2014","TZA","7069"
"11574","Tue Sep 02 17:08:06 KST 2014","BGD","4790"
"11573","Tue Sep 02 17:08:06 KST 2014","MWI","9057"
"11572","Tue Sep 02 17:08:06 KST 2014","SVK","1928"
"11571","Tue Sep 02 17:08:06 KST 2014","NLD","3881"
"11570","Tue Sep 02 17:08:06 KST 2014","BRA","2498"
"11569","Tue Sep 02 17:08:06 KST 2014","TGO","5477"
"11568","Tue Sep 02 17:08:06 KST 2014","MUS","1025"
"11567","Tue Sep 02 17:08:06 KST 2014","BFA","2546"
"11566","Tue Sep 02 17:08:06 KST 2014","DZA","979"
"11565","Tue Sep 02 17:08:06 KST 2014","SAU","2579"
"11564","Tue Sep 02 17:08:06 KST 2014","SAU","173"
"11563","Tue Sep 02 17:08:06 KST 2014","DJI","7238"
"11562","Tue Sep 02 17:08:06 KST 2014","CZE","9883"
"11561","Tue Sep 02 17:08:06 KST 2014","IRQ","4507"
"11560","Tue Sep 02 17:08:06 KST 2014","CHE","9754"
"11559","Tue Sep 02 17:08:06 KST 2014","BLM","8421"
"11558","Tue Sep 02 17:08:06 KST 2014","NFK","2928"
"11557","Tue Sep 02 17:08:06 KST 2014","EST","7605"
"11556","Tue Sep 02 17:08:06 KST 2014","SLV","2153"
"11555","Tue Sep 02 17:08:06 KST 2014","GBR","7829"
"11554","Tue Sep 02 17:08:06 KST 2014","FJI","8869"
"11553","Tue Sep 02 17:08:06 KST 2014","SGS","4462"
"11552","Tue Sep 02 17:08:06 KST 2014","CZE","5783"
"11551","Tue Sep 02 17:08:06 KST 2014","WLF","7323"
"11550","Tue Sep 02 17:08:06 KST 2014","NER","7615"
"11549","Tue Sep 02 17:08:06 KST 2014","GTM","4936"
"11548","Tue Sep 02 17:08:06 KST 2014","BEL","5459"
"11547","Tue Sep 02 17:08:06 KST 2014","MAR","7292"
"11546","Tue Sep 02 17:08:06 KST 2014","BHR","9353"
"11545","Tue Sep 02 17:08:06 KST 2014","COD","2406"
"11544","Tue Sep 02 17:08:06 KST 2014","MDG","3695"
"11543","Tue Sep 02 17:08:06 KST 2014","SLE","3146"
"11542","Tue Sep 02 17:08:06 KST 2014","LTU","5084"
"11541","Tue Sep 02 17:08:06 KST 2014","MSR","8621"
"11540","Tue Sep 02 17:08:06 KST 2014","SYC","8572"
"11539","Tue Sep 02 17:08:06 KST 2014","SMR","242"
"11538","Tue Sep 02 17:08:06 KST 2014","CIV","1158"
"11537","Tue Sep 02 17:08:06 KST 2014","TKM","4509"
"11536","Tue Sep 02 17:08:06 KST 2014","KIR","4878"
"11535","Tue Sep 02 17:08:06 KST 2014","PRI","6092"
"11534","Tue Sep 02 17:08:06 KST 2014","MHL","6799"
"11533","Tue Sep 02 17:08:06 KST 2014","CZE","2390"
"11532","Tue Sep 02 17:08:06 KST 2014","CHL","8288"
"11531","Tue Sep 02 17:08:06 KST 2014","CHN","515"
"11530","Tue Sep 02 17:08:06 KST 2014","USA","6859"
"11529","Tue Sep 02 17:08:06 KST 2014","SLV","5984"
"11528","Tue Sep 02 17:08:06 KST 2014","GNB","9324"
"11527","Tue Sep 02 17:08:06 KST 2014","ISL","5819"
"11526","Tue Sep 02 17:08:06 KST 2014","MUS","951"
"11525","Tue Sep 02 17:08:06 KST 2014","PAK","6858"
"11524","Tue Sep 02 17:08:06 KST 2014","GUF","3123"
"11523","Tue Sep 02 17:08:06 KST 2014","CMR","2985"
"11522","Tue Sep 02 17:08:06 KST 2014","BEL","2075"
"11521","Tue Sep 02 17:08:06 KST 2014","YEM","8797"
"11520","Tue Sep 02 17:08:06 KST 2014","ATF","8381"
"11519","Tue Sep 02 17:08:06 KST 2014","VAT","741"
"11518","Tue Sep 02 17:08:06 KST 2014","EST","9920"
"11517","Tue Sep 02 17:08:06 KST 2014","SHN","9793"
"11516","Tue Sep 02 17:08:06 KST 2014","PLW","3221"
"11515","Tue Sep 02 17:08:06 KST 2014","NOR","2004"
"11514","Tue Sep 02 17:08:06 KST 2014","IDN","4903"
"11513","Tue Sep 02 17:08:06 KST 2014","BIH","8836"
"11512","Tue Sep 02 17:08:06 KST 2014","SDN","2188"
"11511","Tue Sep 02 17:08:06 KST 2014","NLD","7448"
"11510","Tue Sep 02 17:08:06 KST 2014","ESH","1230"
"11509","Tue Sep 02 17:08:06 KST 2014","DEU","9939"
"11508","Tue Sep 02 17:08:06 KST 2014","CHN","608"
"11507","Tue Sep 02 17:08:06 KST 2014","GIN","3953"
"11506","Tue Sep 02 17:08:06 KST 2014","EST","4728"
"11505","Tue Sep 02 17:08:06 KST 2014","BWA","8584"
"11504","Tue Sep 02 17:08:06 KST 2014","HND","4576"
"11503","Tue Sep 02 17:08:06 KST 2014","BHR","8678"
"11502","Tue Sep 02 17:08:06 KST 2014","BRA","1921"
"11501","Tue Sep 02 17:08:06 KST 2014","ZAF","6859"
"11500","Tue Sep 02 17:08:06 KST 2014","AUS","8053"
"11499","Tue Sep 02 17:08:06 KST 2014","NIC","789"
"11498","Tue Sep 02 17:08:06 KST 2014","BWA","6083"
"11497","Tue Sep 02 17:08:06 KST 2014","HUN","7261"
"11496","Tue Sep 02 17:08:06 KST 2014","SYC","5207"
"11495","Tue Sep 02 17:08:06 KST 2014","BLZ","8913"
"11494","Tue Sep 02 17:08:06 KST 2014","TUV","3072"
"11493","Tue Sep 02 17:08:06 KST 2014","ASM","3848"
"11492","Tue Sep 02 17:08:06 KST 2014","GBR","3907"
"11491","Tue Sep 02 17:08:06 KST 2014","NPL","8657"
"11490","Tue Sep 02 17:08:06 KST 2014","TCA","7908"
"11489","Tue Sep 02 17:08:06 KST 2014","PHL","6987"
"11488","Tue Sep 02 17:08:06 KST 2014","VGB","6782"
"11487","Tue Sep 02 17:08:06 KST 2014","DMA","9326"
"11486","Tue Sep 02 17:08:06 KST 2014","SXM","6302"
"11485","Tue Sep 02 17:08:06 KST 2014","BGD","6489"
"11484","Tue Sep 02 17:08:06 KST 2014","ERI","2432"
"11483","Tue Sep 02 17:08:06 KST 2014","SLE","4494"
"11482","Tue Sep 02 17:08:06 KST 2014","DOM","7908"
"11481","Tue Sep 02 17:08:06 KST 2014","ROU","1496"
"11480","Tue Sep 02 17:08:06 KST 2014","TLS","6424"
"11479","Tue Sep 02 17:08:06 KST 2014","BEN","8228"
"11478","Tue Sep 02 17:08:06 KST 2014","TON","6281"
"11477","Tue Sep 02 17:08:06 KST 2014","TCA","7055"
"11476","Tue Sep 02 17:08:06 KST 2014","CYM","4431"
"11475","Tue Sep 02 17:08:06 KST 2014","ZMB","161"
"11474","Tue Sep 02 17:08:06 KST 2014","VAT","2468"
"11473","Tue Sep 02 17:08:06 KST 2014","ROU","3265"
"11472","Tue Sep 02 17:08:06 KST 2014","ATF","2931"
"11471","Tue Sep 02 17:08:06 KST 2014","MNE","3485"
"11470","Tue Sep 02 17:08:06 KST 2014","BHS","2166"
"11469","Tue Sep 02 17:08:06 KST 2014","DOM","5502"
"11468","Tue Sep 02 17:08:06 KST 2014","MTQ","4953"
"11467","Tue Sep 02 17:08:06 KST 2014","KEN","1254"
"11466","Tue Sep 02 17:08:06 KST 2014","DOM","592"
"11465","Tue Sep 02 17:08:06 KST 2014","NER","9280"
"11464","Tue Sep 02 17:08:06 KST 2014","IRL","3479"
"11463","Tue Sep 02 17:08:06 KST 2014","NIC","8578"
"11462","Tue Sep 02 17:08:06 KST 2014","ESP","7191"
"11461","Tue Sep 02 17:08:06 KST 2014","EGY","4106"
"11460","Tue Sep 02 17:08:06 KST 2014","IRQ","4917"
"11459","Tue Sep 02 17:08:06 KST 2014","SYR","9337"
"11458","Tue Sep 02 17:08:06 KST 2014","SVK","4909"
"11457","Tue Sep 02 17:08:06 KST 2014","BRN","7365"
"11456","Tue Sep 02 17:08:06 KST 2014","CXR","9526"
"11455","Tue Sep 02 17:08:06 KST 2014","ESH","9842"
"11454","Tue Sep 02 17:08:06 KST 2014","MAC","2437"
"11453","Tue Sep 02 17:08:06 KST 2014","MAR","3565"
"11452","Tue Sep 02 17:08:06 KST 2014","GGY","4736"
"11451","Tue Sep 02 17:08:06 KST 2014","SYC","790"
"11450","Tue Sep 02 17:08:06 KST 2014","CXR","7931"
"11449","Tue Sep 02 17:08:06 KST 2014","TWN","9104"
"11448","Tue Sep 02 17:08:06 KST 2014","SVK","4462"
"11447","Tue Sep 02 17:08:06 KST 2014","BRB","2010"
"11446","Tue Sep 02 17:08:06 KST 2014","NGA","5559"
"11445","Tue Sep 02 17:08:06 KST 2014","GGY","7374"
"11444","Tue Sep 02 17:08:06 KST 2014","GUM","1030"
"11443","Tue Sep 02 17:08:06 KST 2014","LBN","9135"
"11442","Tue Sep 02 17:08:06 KST 2014","DEU","4869"
"11441","Tue Sep 02 17:08:06 KST 2014","GLP","9156"
"11440","Tue Sep 02 17:08:06 KST 2014","IOT","5555"
"11439","Tue Sep 02 17:08:06 KST 2014","SXM","8045"
"11438","Tue Sep 02 17:08:06 KST 2014","SYR","1754"
"11437","Tue Sep 02 17:08:06 KST 2014","KEN","394"
"11436","Tue Sep 02 17:08:06 KST 2014","SPM","3256"
"11435","Tue Sep 02 17:08:06 KST 2014","LBN","2965"
"11434","Tue Sep 02 17:08:06 KST 2014","LIE","5133"
"11433","Tue Sep 02 17:08:06 KST 2014","MHL","6292"
"11432","Tue Sep 02 17:08:06 KST 2014","MDV","7942"
"11431","Tue Sep 02 17:08:06 KST 2014","FJI","2972"
"11430","Tue Sep 02 17:08:06 KST 2014","COM","6599"
"11429","Tue Sep 02 17:08:06 KST 2014","MNP","4237"
"11428","Tue Sep 02 17:08:06 KST 2014","HKG","9508"
"11427","Tue Sep 02 17:08:06 KST 2014","MAF","2763"
"11426","Tue Sep 02 17:08:06 KST 2014","UKR","4945"
"11425","Tue Sep 02 17:08:06 KST 2014","MWI","2967"
"11424","Tue Sep 02 17:08:06 KST 2014","NRU","626"
"11423","Tue Sep 02 17:08:06 KST 2014","KEN","7149"
"11422","Tue Sep 02 17:08:06 KST 2014","SHN","146"
"11421","Tue Sep 02 17:08:06 KST 2014","MOZ","8136"
"11420","Tue Sep 02 17:08:06 KST 2014","PRT","2113"
"11419","Tue Sep 02 17:08:06 KST 2014","ARE","4585"
"11418","Tue Sep 02 17:08:06 KST 2014","COK","1865"
"11417","Tue Sep 02 17:08:06 KST 2014","TUN","6359"
"11416","Tue Sep 02 17:08:06 KST 2014","VCT","1066"
"11415","Tue Sep 02 17:08:06 KST 2014","DMA","5830"
"11414","Tue Sep 02 17:08:06 KST 2014","PRI","8981"
"11413","Tue Sep 02 17:08:06 KST 2014","SDN","4780"
"11412","Tue Sep 02 17:08:06 KST 2014","IND","560"
"11411","Tue Sep 02 17:08:06 KST 2014","COL","8710"
"11410","Tue Sep 02 17:08:06 KST 2014","MAC","3575"
"11409","Tue Sep 02 17:08:06 KST 2014","TUN","8172"
"11408","Tue Sep 02 17:08:06 KST 2014","SPM","3772"
"11407","Tue Sep 02 17:08:06 KST 2014","CIV","2561"
"11406","Tue Sep 02 17:08:06 KST 2014","CXR","6841"
"11405","Tue Sep 02 17:08:06 KST 2014","KWT","6123"
"11404","Tue Sep 02 17:08:06 KST 2014","ALB","8237"
"11403","Tue Sep 02 17:08:06 KST 2014","BLR","6363"
"11402","Tue Sep 02 17:08:06 KST 2014","GBR","5158"
"11401","Tue Sep 02 17:08:06 KST 2014","COL","1013"
"11400","Tue Sep 02 17:08:06 KST 2014","DJI","6706"
"11399","Tue Sep 02 17:08:06 KST 2014","VUT","5897"
"11398","Tue Sep 02 17:08:06 KST 2014","DMA","9342"
"11397","Tue Sep 02 17:08:06 KST 2014","KOR","7229"
"11396","Tue Sep 02 17:08:06 KST 2014","URY","4781"
"11395","Tue Sep 02 17:08:06 KST 2014","MNG","7029"
"11394","Tue Sep 02 17:08:06 KST 2014","NAM","1484"
"11393","Tue Sep 02 17:08:06 KST 2014","MEX","6606"
"11392","Tue Sep 02 17:08:06 KST 2014","DZA","6332"
"11391","Tue Sep 02 17:08:06 KST 2014","SMR","7402"
"11390","Tue Sep 02 17:08:06 KST 2014","URY","6494"
"11389","Tue Sep 02 17:08:06 KST 2014","SLV","375"
"11388","Tue Sep 02 17:08:06 KST 2014","MKD","5806"
"11387","Tue Sep 02 17:08:06 KST 2014","UMI","1106"
"11386","Tue Sep 02 17:08:06 KST 2014","GAB","8857"
"11385","Tue Sep 02 17:08:06 KST 2014","MAC","6456"
"11384","Tue Sep 02 17:08:06 KST 2014","GUF","4840"
"11383","Tue Sep 02 17:08:06 KST 2014","GRL","8164"
"11382","Tue Sep 02 17:08:06 KST 2014","KWT","6527"
"11381","Tue Sep 02 17:08:06 KST 2014","GIB","8980"
"11380","Tue Sep 02 17:08:06 KST 2014","ABW","3162"
"11379","Tue Sep 02 17:08:06 KST 2014","ZWE","7889"
"11378","Tue Sep 02 17:08:06 KST 2014","HMD","7895"
"11377","Tue Sep 02 17:08:06 KST 2014","BLZ","5607"
"11376","Tue Sep 02 17:08:06 KST 2014","MNG","7963"
"11375","Tue Sep 02 17:08:06 KST 2014","DNK","8887"
"11374","Tue Sep 02 17:08:06 KST 2014","AZE","6687"
"11373","Tue Sep 02 17:08:06 KST 2014","SMR","4286"
"11372","Tue Sep 02 17:08:06 KST 2014","ALB","6293"
"11371","Tue Sep 02 17:08:06 KST 2014","KWT","4742"
"11370","Tue Sep 02 17:08:06 KST 2014","VUT","408"
"11369","Tue Sep 02 17:08:06 KST 2014","MOZ","8350"
"11368","Tue Sep 02 17:08:06 KST 2014","CAF","21"
"11367","Tue Sep 02 17:08:06 KST 2014","NIC","1318"
"11366","Tue Sep 02 17:08:06 KST 2014","TTO","7238"
"11365","Tue Sep 02 17:08:06 KST 2014","BEL","4964"
"11364","Tue Sep 02 17:08:06 KST 2014","BEL","1483"
"11363","Tue Sep 02 17:08:06 KST 2014","GLP","4274"
"11362","Tue Sep 02 17:08:06 KST 2014","SGS","3291"
"11361","Tue Sep 02 17:08:06 KST 2014","HMD","5540"
"11360","Tue Sep 02 17:08:06 KST 2014","SDN","7650"
"11359","Tue Sep 02 17:08:06 KST 2014","IOT","54"
"11358","Tue Sep 02 17:08:06 KST 2014","DMA","8120"
"11357","Tue Sep 02 17:08:06 KST 2014","KIR","8917"
"11356","Tue Sep 02 17:08:06 KST 2014","DMA","8708"
"11355","Tue Sep 02 17:08:06 KST 2014","TTO","6717"
"11354","Tue Sep 02 17:08:06 KST 2014","BMU","4456"
"11353","Tue Sep 02 17:08:06 KST 2014","PRT","7873"
"11352","Tue Sep 02 17:08:06 KST 2014","PCN","3956"
"11351","Tue Sep 02 17:08:06 KST 2014","PRI","2383"
"11350","Tue Sep 02 17:08:06 KST 2014","YEM","8945"
"11349","Tue Sep 02 17:08:06 KST 2014","POL","6674"
"11348","Tue Sep 02 17:08:06 KST 2014","IRL","7712"
"11347","Tue Sep 02 17:08:06 KST 2014","SHN","7887"
"11346","Tue Sep 02 17:08:06 KST 2014","AIA","9472"
"11345","Tue Sep 02 17:08:06 KST 2014","VGB","9120"
"11344","Tue Sep 02 17:08:06 KST 2014","FJI","7498"
"11343","Tue Sep 02 17:08:06 KST 2014","PRY","5625"
"11342","Tue Sep 02 17:08:06 KST 2014","ESH","6424"
"11341","Tue Sep 02 17:08:06 KST 2014","GTM","6111"
"11340","Tue Sep 02 17:08:06 KST 2014","ALA","2316"
"11339","Tue Sep 02 17:08:06 KST 2014","ETH","753"
"11338","Tue Sep 02 17:08:06 KST 2014","GLP","8686"
"11337","Tue Sep 02 17:08:06 KST 2014","OMN","2237"
"11336","Tue Sep 02 17:08:06 KST 2014","KHM","2029"
"11335","Tue Sep 02 17:08:06 KST 2014","JOR","6655"
"11334","Tue Sep 02 17:08:06 KST 2014","KNA","861"
"11333","Tue Sep 02 17:08:06 KST 2014","GAB","9889"
"11332","Tue Sep 02 17:08:06 KST 2014","COG","8107"
"11331","Tue Sep 02 17:08:06 KST 2014","SVN","2799"
"11330","Tue Sep 02 17:08:06 KST 2014","MOZ","7385"
"11329","Tue Sep 02 17:08:06 KST 2014","IMN","9207"
"11328","Tue Sep 02 17:08:06 KST 2014","GNQ","6894"
"11327","Tue Sep 02 17:08:06 KST 2014","MTQ","605"
"11326","Tue Sep 02 17:08:06 KST 2014","MDA","5979"
"11325","Tue Sep 02 17:08:06 KST 2014","GLP","5247"
"11324","Tue Sep 02 17:08:06 KST 2014","BEN","7614"
"11323","Tue Sep 02 17:08:06 KST 2014","DNK","3111"
"11322","Tue Sep 02 17:08:06 KST 2014","FSM","7553"
"11321","Tue Sep 02 17:08:06 KST 2014","BRA","1325"
"11320","Tue Sep 02 17:08:06 KST 2014","GIN","4874"
"11319","Tue Sep 02 17:08:06 KST 2014","ERI","916"
"11318","Tue Sep 02 17:08:06 KST 2014","HTI","4311"
"11317","Tue Sep 02 17:08:06 KST 2014","MAC","9075"
"11316","Tue Sep 02 17:08:06 KST 2014","MAC","4238"
"11315","Tue Sep 02 17:08:06 KST 2014","BGR","1609"
"11314","Tue Sep 02 17:08:06 KST 2014","SUR","4366"
"11313","Tue Sep 02 17:08:06 KST 2014","LAO","6227"
"11312","Tue Sep 02 17:08:06 KST 2014","BHR","167"
"11311","Tue Sep 02 17:08:06 KST 2014","IRQ","1188"
"11310","Tue Sep 02 17:08:06 KST 2014","IRQ","8400"
"11309","Tue Sep 02 17:08:06 KST 2014","BMU","6921"
"11308","Tue Sep 02 17:08:06 KST 2014","GUY","9549"
"11307","Tue Sep 02 17:08:06 KST 2014","BIH","5784"
"11306","Tue Sep 02 17:08:06 KST 2014","JEY","7749"
"11305","Tue Sep 02 17:08:06 KST 2014","GRL","6573"
"11304","Tue Sep 02 17:08:06 KST 2014","BGD","9173"
"11303","Tue Sep 02 17:08:06 KST 2014","SDN","2223"
"11302","Tue Sep 02 17:08:06 KST 2014","KOR","6877"
"11301","Tue Sep 02 17:08:06 KST 2014","TZA","1982"
"11300","Tue Sep 02 17:08:06 KST 2014","MDV","2329"
"11299","Tue Sep 02 17:08:06 KST 2014","BLM","9286"
"11298","Tue Sep 02 17:08:06 KST 2014","QAT","6611"
"11297","Tue Sep 02 17:08:06 KST 2014","ATF","8305"
"11296","Tue Sep 02 17:08:06 KST 2014","VAT","814"
"11295","Tue Sep 02 17:08:06 KST 2014","NGA","1211"
"11294","Tue Sep 02 17:08:06 KST 2014","BOL","5187"
"11293","Tue Sep 02 17:08:06 KST 2014","TJK","4544"
"11292","Tue Sep 02 17:08:06 KST 2014","KNA","1641"
"11291","Tue Sep 02 17:08:06 KST 2014","PRI","2763"
"11290","Tue Sep 02 17:08:06 KST 2014","HND","9120"
"11289","Tue Sep 02 17:08:06 KST 2014","NCL","1000"
"11288","Tue Sep 02 17:08:06 KST 2014","COL","7767"
"11287","Tue Sep 02 17:08:06 KST 2014","NPL","6271"
"11286","Tue Sep 02 17:08:06 KST 2014","COK","3469"
"11285","Tue Sep 02 17:08:06 KST 2014","NPL","307"
"11284","Tue Sep 02 17:08:06 KST 2014","CHL","8735"
"11283","Tue Sep 02 17:08:06 KST 2014","VEN","2349"
"11282","Tue Sep 02 17:08:06 KST 2014","CHN","1534"
"11281","Tue Sep 02 17:08:06 KST 2014","HND","6828"
"11280","Tue Sep 02 17:08:06 KST 2014","MLI","8189"
"11279","Tue Sep 02 17:08:06 KST 2014","SWE","2851"
"11278","Tue Sep 02 17:08:06 KST 2014","FRO","2418"
"11277","Tue Sep 02 17:08:06 KST 2014","DJI","1433"
"11276","Tue Sep 02 17:08:06 KST 2014","SJM","4821"
"11275","Tue Sep 02 17:08:06 KST 2014","TJK","1319"
